"Domain"	"Phylum"	"Class"	"Order"	"Family"	"Genus"	"Species"	"SGB"
"d__Bacteria"	"p__Proteobacteria"	"c__Gammaproteobacteria"	"o__Pseudomonadales"	"f__Marinomonadaceae"	"g__Marinomonas"	"s__Marinomonas aquimarina"	"SGB13563"
"d__Bacteria"	"p__Proteobacteria"	"c__Gammaproteobacteria"	"o__Legionellales"	"f__Legionellaceae"	"g__Tatlockia"	"s__Tatlockia micdadei"	"SGB13669"
"d__Bacteria"	"p__Proteobacteria"	"c__Gammaproteobacteria"	"o__Nitrosococcales"	"f__Nitrosococcaceae"	"g__Nitrosococcus"	"s__Nitrosococcus oceani"	"SGB13769"
"d__Bacteria"	"p__Proteobacteria"	"c__Gammaproteobacteria"	"o__Enterobacterales"	"f__Alteromonadaceae"	"g__Catenovulum"	"s__Catenovulum agarivorans_A"	"SGB13865"
"d__Bacteria"	"p__Proteobacteria"	"c__Gammaproteobacteria"	"o__Enterobacterales"	"f__Alteromonadaceae"	"g__Pseudoalteromonas"	"s__Pseudoalteromonas sp002276045"	"SGB13886"
"d__Bacteria"	"p__Proteobacteria"	"c__Gammaproteobacteria"	"o__Enterobacterales"	"f__Alteromonadaceae"	"g__Pseudoalteromonas"	"s__Pseudoalteromonas ulvae"	"SGB13889"
"d__Bacteria"	"p__Proteobacteria"	"c__Gammaproteobacteria"	"o__Enterobacterales"	"f__Alteromonadaceae"	"g__Pseudoalteromonas"	"s__Pseudoalteromonas rubra_B"	"SGB13931"
"d__Bacteria"	"p__Firmicutes_A"	"c__Clostridia"	"o__Christensenellales"	"f__CAG-917"	"g__CAG-917"	"s__CAG-917 sp000437555"	"SGB13950"
"d__Bacteria"	"p__Firmicutes_A"	"c__Clostridia"	"o__Christensenellales"	"f__CAG-917"	"g__CAG-349"	"s__CAG-349 sp001940895"	"SGB13975"
"d__Bacteria"	"p__Firmicutes_A"	"c__Clostridia"	"o__Christensenellales"	"f__Borkfalkiaceae"	"g__UBA11475"	"s__UBA11475 sp003538975"	"SGB13993"
"d__Bacteria"	"p__Firmicutes_A"	"c__Clostridia"	"o__Christensenellales"	"f__UBA3700"	"g__HGM11368"	"s__HGM11368 sp900772745"	"SGB14054"
"d__Bacteria"	"p__Firmicutes_A"	"c__Clostridia"	"o__Christensenellales"	"f__CAG-314"	"g__Fimimonas"	"s__Fimimonas gallinarum"	"SGB14106"
"d__Bacteria"	"p__Firmicutes_A"	"c__Clostridia"	"o__Oscillospirales"	"f__CAG-272"	"g__Firm-07"	"s__Firm-07 sp900548735"	"SGB14212"
"d__Bacteria"	"p__Actinobacteriota"	"c__Coriobacteriia"	"o__Coriobacteriales"	"f__Eggerthellaceae"	"g__CAG-1427"	"s__CAG-1427 sp000434775"	"SGB14336"
"d__Bacteria"	"p__Actinobacteriota"	"c__Coriobacteriia"	"o__Coriobacteriales"	"f__Atopobiaceae"	"g__Parafannyhessea"	"s__Parafannyhessea sp900538935"	"SGB14394"
"d__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Bacteroidaceae"	"g__Prevotella"	"s__Prevotella loescheii"	"SGB1457"
"d__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Bacteroidaceae"	"g__Alloprevotella"	"s__Alloprevotella sp905369775"	"SGB1468"
"d__Bacteria"	"p__Actinobacteriota"	"c__Coriobacteriia"	"o__Coriobacteriales"	"f__Coriobacteriaceae"	"g__Enorma"	"s__Enorma sp900751795"	"SGB14753"
"d__Bacteria"	"p__Actinobacteriota"	"c__Coriobacteriia"	"o__Coriobacteriales"	"f__Coriobacteriaceae"	"g__Coprousia"	"s__Coprousia sp002159335"	"SGB14759"
"d__Bacteria"	"p__Actinobacteriota"	"c__Coriobacteriia"	"o__Coriobacteriales"	"f__Coriobacteriaceae"	"g__Coriobacterium"	"s__Coriobacterium glomerans"	"SGB14763"
"d__Bacteria"	"p__Actinobacteriota"	"c__Coriobacteriia"	"o__Coriobacteriales"	"f__Eggerthellaceae"	"g__Berryella"	"s__Berryella intestinalis"	"SGB14791"
"d__Bacteria"	"p__Firmicutes_A"	"c__Clostridia"	"o__Oscillospirales"	"f__Ruminococcaceae"	"g__Massilimaliae"	"s__Massilimaliae sp900752435"	"SGB14867"
"d__Bacteria"	"p__Firmicutes_A"	"c__Clostridia"	"o__Oscillospirales"	"f__Acutalibacteraceae"	"g__Fimivicinus"	"s__Fimivicinus sp002320555"	"SGB14875"
"d__Bacteria"	"p__Firmicutes_A"	"c__Clostridia"	"o__Oscillospirales"	"f__Acutalibacteraceae"	"g__Anaeromassilibacillus"	"s__Anaeromassilibacillus stercoravium"	"SGB14894"
"d__Bacteria"	"p__Firmicutes_A"	"c__Clostridia"	"o__Oscillospirales"	"f__Ruminococcaceae"	"g__UBA3818"	"s__UBA3818 sp904397845"	"SGB14898"
"d__Bacteria"	"p__Firmicutes_A"	"c__Clostridia"	"o__Oscillospirales"	"f__Acutalibacteraceae"	"g__UMGS1623"	"s__UMGS1623 sp900553525"	"SGB14930"
"d__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Bacteroidaceae"	"g__Ga6A1"	"s__Ga6A1 sp900102385"	"SGB1493"
"d__Bacteria"	"p__Firmicutes_A"	"c__Clostridia"	"o__Oscillospirales"	"f__BX7"	"g__Galloscillospira_B"	"s__"	"SGB14957"
"d__Bacteria"	"p__Firmicutes_A"	"c__Clostridia"	"o__Oscillospirales"	"f__Butyricicoccaceae"	"g__Pseudobutyricicoccus"	"s__Pseudobutyricicoccus lothianensis"	"SGB14975"
"d__Bacteria"	"p__Firmicutes_A"	"c__Clostridia"	"o__Oscillospirales"	"f__Butyricicoccaceae"	"g__Butyricicoccus_A"	"s__Butyricicoccus_A sp002395695"	"SGB14980_group"
"d__Bacteria"	"p__Firmicutes_A"	"c__Clostridia"	"o__Oscillospirales"	"f__Oscillospiraceae"	"g__Lawsonibacter"	"s__Lawsonibacter sp900553135"	"SGB15148"
"d__Bacteria"	"p__Firmicutes_A"	"c__Clostridia"	"o__Oscillospirales"	"f__Oscillospiraceae"	"g__F23-B02"	"s__F23-B02 sp900556535"	"SGB15177"
"d__Bacteria"	"p__Firmicutes_A"	"c__Clostridia"	"o__Oscillospirales"	"f__Oscillospiraceae"	"g__F23-B02"	"s__F23-B02 sp001916715"	"SGB15180"
"d__Bacteria"	"p__Firmicutes_A"	"c__Clostridia"	"o__Oscillospirales"	"f__Oscillospiraceae"	"g__Limivicinus"	"s__Limivicinus sp900547315"	"SGB15198"
"d__Bacteria"	"p__Firmicutes_A"	"c__Clostridia"	"o__Oscillospirales"	"f__Ruminococcaceae"	"g__Faecalibacterium"	"s__Faecalibacterium prausnitzii_C"	"SGB15318_group"
"d__Bacteria"	"p__Firmicutes_A"	"c__Clostridia"	"o__Christensenellales"	"f__CAG-74"	"g__Alectryocaccomicrobium"	"s__Alectryocaccomicrobium faecavium"	"SGB15403"
"d__Bacteria"	"p__Firmicutes_A"	"c__Clostridia"	"o__Christensenellales"	"f__CAG-74"	"g__SFHK01"	"s__SFHK01 sp004556395"	"SGB15408"
"d__Bacteria"	"p__Actinobacteriota"	"c__Actinomycetia"	"o__Mycobacteriales"	"f__Mycobacteriaceae"	"g__Mycobacterium"	"s__Mycobacterium paragordonae"	"SGB15579"
"d__Bacteria"	"p__Actinobacteriota"	"c__Actinomycetia"	"o__Mycobacteriales"	"f__Mycobacteriaceae"	"g__Mycobacterium"	"s__Mycobacterium paraffinicum"	"SGB15607"
"d__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Bacteroidaceae"	"g__Prevotella"	"s__Prevotella aurantiaca"	"SGB1563"
"d__Bacteria"	"p__Actinobacteriota"	"c__Actinomycetia"	"o__Mycobacteriales"	"f__Mycobacteriaceae"	"g__Mycobacterium"	"s__Mycobacterium sp002723835"	"SGB15656"
"d__Bacteria"	"p__Actinobacteriota"	"c__Actinomycetia"	"o__Mycobacteriales"	"f__Mycobacteriaceae"	"g__Mycobacterium"	"s__Mycobacterium chubuense"	"SGB15679"
"d__Bacteria"	"p__Actinobacteriota"	"c__Actinomycetia"	"o__Mycobacteriales"	"f__Mycobacteriaceae"	"g__Mycobacterium"	"s__Mycobacterium sp001500025"	"SGB15696"
"d__Bacteria"	"p__Actinobacteriota"	"c__Actinomycetia"	"o__Mycobacteriales"	"f__Mycobacteriaceae"	"g__Mycobacterium"	"s__Mycobacterium sp001644575"	"SGB15714"
"d__Bacteria"	"p__Actinobacteriota"	"c__Actinomycetia"	"o__Mycobacteriales"	"f__Mycobacteriaceae"	"g__Mycobacterium"	"s__Mycobacterium porcinum_A"	"SGB15731"
"d__Bacteria"	"p__Actinobacteriota"	"c__Actinomycetia"	"o__Mycobacteriales"	"f__Mycobacteriaceae"	"g__Dietzia"	"s__Dietzia timorensis"	"SGB15768"
"d__Bacteria"	"p__Actinobacteriota"	"c__Actinomycetia"	"o__Mycobacteriales"	"f__Mycobacteriaceae"	"g__Gordonia"	"s__Gordonia hirsuta"	"SGB15779"
"d__Bacteria"	"p__Actinobacteriota"	"c__Actinomycetia"	"o__Mycobacteriales"	"f__Mycobacteriaceae"	"g__Gordonia"	"s__Gordonia bronchialis"	"SGB15786"
"d__Bacteria"	"p__Actinobacteriota"	"c__Actinomycetia"	"o__Mycobacteriales"	"f__Mycobacteriaceae"	"g__Rhodococcus"	"s__Rhodococcus globerulus"	"SGB15823"
"d__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Bacteroidaceae"	"g__Prevotella"	"s__Prevotella sp900553465"	"SGB1586"
"d__Bacteria"	"p__Actinobacteriota"	"c__Actinomycetia"	"o__Propionibacteriales"	"f__Propionibacteriaceae"	"g__Friedmanniella"	"s__Friedmanniella flava"	"SGB15919"
"d__Bacteria"	"p__Actinobacteriota"	"c__Actinomycetia"	"o__Mycobacteriales"	"f__Pseudonocardiaceae"	"g__Actinoalloteichus"	"s__Actinoalloteichus cyanogriseus"	"SGB15936"
"d__Bacteria"	"p__Actinobacteriota"	"c__Actinomycetia"	"o__Mycobacteriales"	"f__Frankiaceae"	"g__Frankia"	"s__Frankia californiensis"	"SGB15939"
"d__Bacteria"	"p__Actinobacteriota"	"c__Actinomycetia"	"o__Mycobacteriales"	"f__Nakamurellaceae"	"g__Nakamurella"	"s__Nakamurella panacisegetis"	"SGB15954"
"d__Bacteria"	"p__Actinobacteriota"	"c__Actinomycetia"	"o__Mycobacteriales"	"f__Micromonosporaceae"	"g__Stackebrandtia"	"s__Stackebrandtia nassauensis"	"SGB15957"
"d__Bacteria"	"p__Actinobacteriota"	"c__Actinomycetia"	"o__Propionibacteriales"	"f__Nocardioidaceae"	"g__Nocardioides"	"s__Nocardioides sp900101045"	"SGB15960"
"d__Bacteria"	"p__Actinobacteriota"	"c__Actinomycetia"	"o__Propionibacteriales"	"f__Nocardioidaceae"	"g__Nocardioides"	"s__Nocardioides kribbensis"	"SGB15975"
"d__Bacteria"	"p__Actinobacteriota"	"c__Actinomycetia"	"o__Actinomycetales"	"f__Dermatophilaceae"	"g__Janibacter"	"s__Janibacter hoylei"	"SGB16018"
"d__Bacteria"	"p__Actinobacteriota"	"c__Actinomycetia"	"o__Actinomycetales"	"f__Actinomycetaceae"	"g__JB111"	"s__JB111 sp900163555"	"SGB16045"
"d__Bacteria"	"p__Actinobacteriota"	"c__Actinomycetia"	"o__Actinomycetales"	"f__Cellulomonadaceae"	"g__Sanguibacter"	"s__Sanguibacter antarcticus"	"SGB16049"
"d__Bacteria"	"p__Actinobacteriota"	"c__Actinomycetia"	"o__Actinomycetales"	"f__Cellulomonadaceae"	"g__Cellulosimicrobium"	"s__Cellulosimicrobium funkei"	"SGB16053"
"d__Bacteria"	"p__Actinobacteriota"	"c__Actinomycetia"	"o__Streptomycetales"	"f__Streptomycetaceae"	"g__Streptomyces"	"s__Streptomyces libani"	"SGB16144"
"d__Bacteria"	"p__Actinobacteriota"	"c__Actinomycetia"	"o__Streptomycetales"	"f__Streptomycetaceae"	"g__Streptomyces"	"s__Streptomyces nodosus"	"SGB16168"
"d__Bacteria"	"p__Actinobacteriota"	"c__Actinomycetia"	"o__Streptomycetales"	"f__Streptomycetaceae"	"g__Streptomyces"	"s__Streptomyces sp001280015"	"SGB16202"
"d__Bacteria"	"p__Actinobacteriota"	"c__Actinomycetia"	"o__Streptomycetales"	"f__Streptomycetaceae"	"g__Streptomyces"	"s__Streptomyces thermovulgaris"	"SGB16215"
"d__Bacteria"	"p__Actinobacteriota"	"c__Actinomycetia"	"o__Streptomycetales"	"f__Streptomycetaceae"	"g__Streptomyces"	"s__Streptomyces sp002803075"	"SGB16216"
"d__Bacteria"	"p__Actinobacteriota"	"c__Actinomycetia"	"o__Streptomycetales"	"f__Streptomycetaceae"	"g__Streptomyces"	"s__Streptomyces glaucescens"	"SGB16217"
"d__Bacteria"	"p__Actinobacteriota"	"c__Actinomycetia"	"o__Streptomycetales"	"f__Streptomycetaceae"	"g__Streptomyces"	"s__Streptomyces toyocaensis"	"SGB16229"
"d__Bacteria"	"p__Actinobacteriota"	"c__Actinomycetia"	"o__Streptomycetales"	"f__Streptomycetaceae"	"g__Streptomyces"	"s__Streptomyces griseoruber"	"SGB16251"
"d__Bacteria"	"p__Actinobacteriota"	"c__Actinomycetia"	"o__Streptomycetales"	"f__Streptomycetaceae"	"g__Streptomyces"	"s__Streptomyces cinnamonensis"	"SGB16309"
"d__Bacteria"	"p__Actinobacteriota"	"c__Actinomycetia"	"o__Streptomycetales"	"f__Streptomycetaceae"	"g__Streptomyces"	"s__Streptomyces sp001905365"	"SGB16318"
"d__Bacteria"	"p__Actinobacteriota"	"c__Actinomycetia"	"o__Streptomycetales"	"f__Streptomycetaceae"	"g__Streptomyces"	"s__Streptomyces atratus_B"	"SGB16321"
"d__Bacteria"	"p__Actinobacteriota"	"c__Actinomycetia"	"o__Streptomycetales"	"f__Streptomycetaceae"	"g__Streptomyces"	"s__Streptomyces sp001905905"	"SGB16337"
"d__Bacteria"	"p__Actinobacteriota"	"c__Actinomycetia"	"o__Streptomycetales"	"f__Streptomycetaceae"	"g__Streptomyces"	"s__Streptomyces pristinaespiralis"	"SGB16347"
"d__Bacteria"	"p__Actinobacteriota"	"c__Actinomycetia"	"o__Streptomycetales"	"f__Streptomycetaceae"	"g__Streptomyces"	"s__Streptomyces guanduensis"	"SGB16374"
"d__Bacteria"	"p__Actinobacteriota"	"c__Actinomycetia"	"o__Streptomycetales"	"f__Streptomycetaceae"	"g__Streptomyces"	"s__Streptomyces sp000497405"	"SGB16388"
"d__Bacteria"	"p__Actinobacteriota"	"c__Actinomycetia"	"o__Mycobacteriales"	"f__Micromonosporaceae"	"g__Actinoplanes"	"s__Actinoplanes derwentensis"	"SGB16441"
"d__Bacteria"	"p__Actinobacteriota"	"c__Actinomycetia"	"o__Mycobacteriales"	"f__Micromonosporaceae"	"g__Micromonospora"	"s__Micromonospora profundi"	"SGB16495"
"d__Bacteria"	"p__Actinobacteriota"	"c__Actinomycetia"	"o__Mycobacteriales"	"f__Geodermatophilaceae"	"g__Geodermatophilus"	"s__Geodermatophilus saharensis"	"SGB16536"
"d__Bacteria"	"p__Actinobacteriota"	"c__Actinomycetia"	"o__Mycobacteriales"	"f__Jatrophihabitantaceae"	"g__Jatrophihabitans"	"s__Jatrophihabitans endophyticus"	"SGB16552"
"d__Bacteria"	"p__Actinobacteriota"	"c__Actinomycetia"	"o__Mycobacteriales"	"f__Pseudonocardiaceae"	"g__Amycolatopsis"	"s__Amycolatopsis mediterranei"	"SGB16576"
"d__Bacteria"	"p__Actinobacteriota"	"c__Actinomycetia"	"o__Mycobacteriales"	"f__Pseudonocardiaceae"	"g__Amycolatopsis"	"s__Amycolatopsis vancoresmycina"	"SGB16579"
"d__Bacteria"	"p__Actinobacteriota"	"c__Actinomycetia"	"o__Mycobacteriales"	"f__Pseudonocardiaceae"	"g__Amycolatopsis"	"s__Amycolatopsis thailandensis"	"SGB16594"
"d__Bacteria"	"p__Actinobacteriota"	"c__Actinomycetia"	"o__Mycobacteriales"	"f__Pseudonocardiaceae"	"g__Kutzneria"	"s__Kutzneria sp000568255"	"SGB16603"
"d__Bacteria"	"p__Actinobacteriota"	"c__Actinomycetia"	"o__Mycobacteriales"	"f__Pseudonocardiaceae"	"g__Actinophytocola"	"s__Actinophytocola xanthii"	"SGB16621"
"d__Bacteria"	"p__Actinobacteriota"	"c__Actinomycetia"	"o__Mycobacteriales"	"f__Pseudonocardiaceae"	"g__Actinokineospora"	"s__Actinokineospora terrae"	"SGB16628"
"d__Bacteria"	"p__Actinobacteriota"	"c__Actinomycetia"	"o__Actinomycetales"	"f__Brevibacteriaceae"	"g__Brevibacterium"	"s__Brevibacterium jeotgali"	"SGB16633"
"d__Bacteria"	"p__Actinobacteriota"	"c__Actinomycetia"	"o__Actinomycetales"	"f__Dermabacteraceae"	"g__Brachybacterium"	"s__Brachybacterium sp001969445"	"SGB16655"
"d__Bacteria"	"p__Actinobacteriota"	"c__Actinomycetia"	"o__Actinomycetales"	"f__Dermabacteraceae"	"g__Brachybacterium"	"s__Brachybacterium phenoliresistens"	"SGB16657"
"d__Bacteria"	"p__Actinobacteriota"	"c__Actinomycetia"	"o__Actinomycetales"	"f__Micrococcaceae"	"g__Nesterenkonia"	"s__Nesterenkonia aurantiaca"	"SGB16659"
"d__Bacteria"	"p__Actinobacteriota"	"c__Actinomycetia"	"o__Actinomycetales"	"f__Micrococcaceae"	"g__Kocuria"	"s__Kocuria rhizophila_A"	"SGB16670"
"d__Bacteria"	"p__Actinobacteriota"	"c__Actinomycetia"	"o__Actinomycetales"	"f__Micrococcaceae"	"g__Arthrobacter"	"s__Arthrobacter sp002008315"	"SGB16708"
"d__Bacteria"	"p__Actinobacteriota"	"c__Actinomycetia"	"o__Actinomycetales"	"f__Micrococcaceae"	"g__Arthrobacter_I"	"s__Arthrobacter_I sp001422645"	"SGB16717"
"d__Bacteria"	"p__Actinobacteriota"	"c__Actinomycetia"	"o__Actinomycetales"	"f__Micrococcaceae"	"g__Pseudarthrobacter"	"s__Pseudarthrobacter sp001424565"	"SGB16723"
"d__Bacteria"	"p__Actinobacteriota"	"c__Actinomycetia"	"o__Actinomycetales"	"f__Micrococcaceae"	"g__Glutamicibacter"	"s__Glutamicibacter sp900094805"	"SGB16751"
"d__Bacteria"	"p__Actinobacteriota"	"c__Actinomycetia"	"o__Actinomycetales"	"f__Microbacteriaceae"	"g__Rhodoglobus"	"s__Rhodoglobus sp000153145"	"SGB16756"
"d__Bacteria"	"p__Actinobacteriota"	"c__Actinomycetia"	"o__Actinomycetales"	"f__Microbacteriaceae"	"g__Cryobacterium"	"s__Cryobacterium psychrotolerans"	"SGB16768"
"d__Bacteria"	"p__Actinobacteriota"	"c__Actinomycetia"	"o__Actinomycetales"	"f__Microbacteriaceae"	"g__Curtobacterium"	"s__Curtobacterium sp001806325"	"SGB16808"
"d__Bacteria"	"p__Actinobacteriota"	"c__Actinomycetia"	"o__Actinomycetales"	"f__Microbacteriaceae"	"g__Rathayibacter"	"s__Rathayibacter oskolensis"	"SGB16825"
"d__Bacteria"	"p__Actinobacteriota"	"c__Actinomycetia"	"o__Actinomycetales"	"f__Microbacteriaceae"	"g__Agromyces"	"s__Agromyces sp900113185"	"SGB16857"
"d__Bacteria"	"p__Actinobacteriota"	"c__Actinomycetia"	"o__Actinomycetales"	"f__Microbacteriaceae"	"g__Microbacterium"	"s__Microbacterium sp001423615"	"SGB16878"
"d__Bacteria"	"p__Actinobacteriota"	"c__Actinomycetia"	"o__Actinomycetales"	"f__Microbacteriaceae"	"g__Microbacterium"	"s__Microbacterium sp001984105"	"SGB16890"
"d__Bacteria"	"p__Actinobacteriota"	"c__Actinomycetia"	"o__Actinomycetales"	"f__Microbacteriaceae"	"g__Microbacterium"	"s__Microbacterium testaceum_B"	"SGB16892"
"d__Bacteria"	"p__Actinobacteriota"	"c__Actinomycetia"	"o__Actinomycetales"	"f__Microbacteriaceae"	"g__Microbacterium"	"s__Microbacterium saccharophilum"	"SGB16915"
"d__Bacteria"	"p__Actinobacteriota"	"c__Actinomycetia"	"o__Actinomycetales"	"f__Microbacteriaceae"	"g__Microbacterium"	"s__Microbacterium sp900155915"	"SGB16926"
"d__Bacteria"	"p__Actinobacteriota"	"c__Actinomycetia"	"o__Actinomycetales"	"f__Microbacteriaceae"	"g__Microbacterium"	"s__Microbacterium mangrovi"	"SGB16927"
"d__Bacteria"	"p__Actinobacteriota"	"c__Actinomycetia"	"o__Actinomycetales"	"f__Microbacteriaceae"	"g__Leucobacter"	"s__Leucobacter komagatae_A"	"SGB16931"
"d__Bacteria"	"p__Actinobacteriota"	"c__Actinomycetia"	"o__Mycobacteriales"	"f__Mycobacteriaceae"	"g__Corynebacterium"	"s__Corynebacterium callunae"	"SGB17025"
"d__Bacteria"	"p__Actinobacteriota"	"c__Actinomycetia"	"o__Mycobacteriales"	"f__Mycobacteriaceae"	"g__Corynebacterium"	"s__Corynebacterium mucifaciens"	"SGB17064"
"d__Bacteria"	"p__Actinobacteriota"	"c__Actinomycetia"	"o__Mycobacteriales"	"f__Mycobacteriaceae"	"g__Corynebacterium"	"s__Corynebacterium minutissimum"	"SGB17115"
"d__Bacteria"	"p__Actinobacteriota"	"c__Actinomycetia"	"o__Mycobacteriales"	"f__Mycobacteriaceae"	"g__Corynebacterium"	"s__Corynebacterium phoceense"	"SGB17119"
"d__Bacteria"	"p__Actinobacteriota"	"c__Actinomycetia"	"o__Mycobacteriales"	"f__Mycobacteriaceae"	"g__Corynebacterium"	"s__Corynebacterium ammoniagenes"	"SGB17126"
"d__Bacteria"	"p__Actinobacteriota"	"c__Actinomycetia"	"o__Actinomycetales"	"f__Bifidobacteriaceae"	"g__Bifidobacterium"	"s__Bifidobacterium saguini"	"SGB17253"
"d__Bacteria"	"p__Actinobacteriota"	"c__Actinomycetia"	"o__Actinomycetales"	"f__Bifidobacteriaceae"	"g__Bifidobacterium"	"s__Bifidobacterium felsineum"	"SGB17254"
"d__Bacteria"	"p__Actinobacteriota"	"c__Actinomycetia"	"o__Actinomycetales"	"f__Bifidobacteriaceae"	"g__Pseudoscardovia"	"s__Pseudoscardovia radai"	"SGB17276"
"d__Bacteria"	"p__Actinobacteriota"	"c__Actinomycetia"	"o__Actinomycetales"	"f__Bifidobacteriaceae"	"g__Bifidobacterium"	"s__Bifidobacterium bombi"	"SGB17289"
"d__Bacteria"	"p__Chloroflexota"	"c__Anaerolineae"	"o__Anaerolineales"	"f__Anaerolineaceae"	"g__Levilinea"	"s__Levilinea saccharolytica"	"SGB17637"
"d__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__F082"	"g__Limimorpha"	"s__Limimorpha sp002633315"	"SGB17823"
"d__Bacteria"	"p__Patescibacteria"	"c__Paceibacteria"	"o__Paceibacterales"	"f__GWA2-38-27"	"g__GWA2-38-27"	"s__GWA2-38-27 sp001821475"	"SGB18299"
"d__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Bacteroidaceae"	"g__Bacteroides"	"s__Bacteroides sp003545565"	"SGB1831"
"d__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Bacteroidaceae"	"g__Bacteroides"	"s__Bacteroides oleiciplenus"	"SGB1850"
"d__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Bacteroidaceae"	"g__Bacteroides"	"s__Bacteroides nordii"	"SGB1858"
"d__Bacteria"	"p__Patescibacteria"	"c__Microgenomatia"	"o__2-02-FULL-39-11"	"f__2-02-FULL-39-11"	"g__2-02-FULL-40-10"	"s__2-02-FULL-40-10 sp001779115"	"SGB18678"
"d__Bacteria"	"p__Patescibacteria"	"c__Microgenomatia"	"o__Levybacterales"	"f__UBA12049"	"g__2-01-FULL-37-20"	"s__2-01-FULL-37-20 sp001784115"	"SGB18761"
"d__Bacteria"	"p__Patescibacteria"	"c__Microgenomatia"	"o__UBA1406"	"f__UBA1406"	"g__UBA1406"	"s__UBA1406 sp001788295"	"SGB18812"
"d__Bacteria"	"p__Chloroflexota"	"c__Dehalococcoidia"	"o__UBA1151"	"f__UBA1328"	"g__UBA9455"	"s__UBA9455 sp002313245"	"SGB18844"
"d__Bacteria"	"p__Chloroflexota"	"c__Dehalococcoidia"	"o__SAR202"	"f__UBA826"	"g__UBA11996"	"s__UBA11996 sp002435305"	"SGB18864"
"d__Bacteria"	"p__Chloroflexota"	"c__Dehalococcoidia"	"o__UBA1151"	"f__TMED-70"	"g__TMED-70"	"s__TMED-70 sp002703265"	"SGB18895"
"d__Bacteria"	"p__Chloroflexota"	"c__Dehalococcoidia"	"o__UBA3495"	"f__UBA3495"	"g__UBA9611"	"s__UBA9611 sp009391975"	"SGB18935"
"d__Bacteria"	"p__Chloroflexota"	"c__Dehalococcoidia"	"o__UBA3495"	"f__UBA3495"	"g__UBA9611"	"s__UBA9611 sp002721995"	"SGB18936"
"d__Bacteria"	"p__Chloroflexota"	"c__Dehalococcoidia"	"o__Dehalococcoidales"	"f__Dehalococcoidaceae"	"g__Dehalogenimonas"	"s__Dehalogenimonas formicexedens"	"SGB18986"
"d__Bacteria"	"p__Desulfobacterota_I"	"c__Desulfovibrionia"	"o__Desulfovibrionales"	"f__Desulfovibrionaceae"	"g__Frigididesulfovibrio_A"	"s__Frigididesulfovibrio_A litoralis"	"SGB19109"
"d__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Bacteroidaceae"	"g__Phocaeicola"	"s__Phocaeicola merdigallinarum"	"SGB1910"
"d__Bacteria"	"p__Thermotogota"	"c__Thermotogae"	"o__Petrotogales"	"f__Kosmotogaceae"	"g__Kosmotoga_B"	"s__Kosmotoga_B pacifica"	"SGB19155"
"d__Bacteria"	"p__Campylobacterota"	"c__Campylobacteria"	"o__Campylobacterales"	"f__Helicobacteraceae"	"g__Helicobacter_A"	"s__Helicobacter_A trogontum"	"SGB19389"
"d__Bacteria"	"p__Campylobacterota"	"c__Campylobacteria"	"o__Campylobacterales"	"f__Campylobacteraceae"	"g__Campylobacter_D"	"s__Campylobacter_D peloridis"	"SGB19453"
"d__Bacteria"	"p__Patescibacteria"	"c__Gracilibacteria"	"o__Peribacterales"	"f__Peribacteraceae"	"g__GWB1-54-5"	"s__GWB1-54-5 sp001787755"	"SGB19485"
"d__Bacteria"	"p__Proteobacteria"	"c__Alphaproteobacteria"	"o__Rhizobiales_A"	"f__Rhizobiaceae_A"	"g__Bartonella"	"s__Bartonella bacilliformis"	"SGB19562"
"d__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Muribaculaceae"	"g__CAG-873"	"s__CAG-873 sp002478045"	"SGB20188"
"d__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__UBA932"	"g__Cryptobacteroides"	"s__Cryptobacteroides sp002438635"	"SGB20257"
"d__Bacteria"	"p__Firmicutes_A"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__CAG-127"	"s__CAG-127 sp002476495"	"SGB20469"
"d__Bacteria"	"p__Firmicutes_A"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Eubacterium_F"	"s__Eubacterium_F sp002435545"	"SGB20550"
"d__Bacteria"	"p__Firmicutes_A"	"c__Clostridia"	"o__Oscillospirales"	"f__Acutalibacteraceae"	"g__CAG-488"	"s__CAG-488 sp002449395"	"SGB20884"
